STARTING TEST
0.022046,229,215,0,66
0.023633,230,222,0,70
0.02514,225,219,0,70
0.026717,226,220,0,69
0.028209,226,220,0,68
0.029759,225,223,0,69
0.031258,225,224,0,69
0.032819,227,224,0,70
0.03431,226,224,0,70
0.035866,225,222,0,70
0.037408,226,219,0,71
0.038957,226,221,0,70
0.0405,226,224,0,71
0.041981,226,223,0,70
0.043557,226,224,0,70
0.045082,227,224,0,70
0.046656,224,222,0,71
0.04814,225,225,0,69
0.04981,225,225,0,70
0.051297,227,223,0,69
0.05288,225,220,0,71
0.054455,225,223,0,71
0.056019,224,221,0,70
0.05751,227,224,0,70
0.059084,228,224,0,71
0.060587,226,226,0,71
0.062132,226,222,0,71
0.063628,226,224,0,69
0.065173,226,224,0,71
0.066658,228,221,0,69
0.068209,226,223,0,70
0.069728,225,224,0,70
0.071278,227,224,0,70
0.072868,228,224,0,71
0.074346,226,221,0,71
0.075893,225,222,0,70
0.077436,226,221,0,70
0.079062,227,220,0,71
0.080538,228,220,0,70
0.082116,230,222,0,70
0.083612,227,222,0,70
0.085149,229,222,0,70
0.086637,228,221,0,71
0.08824,229,222,0,69
0.089802,231,217,0,70
0.091355,229,221,0,69
0.092832,228,219,0,70
0.094379,229,217,0,68
0.095915,228,218,0,70
0.097484,230,221,0,69
0.098979,229,221,0,68
0.10053,231,220,0,69
0.10205,231,221,0,68
0.103583,230,220,0,67
0.105084,232,219,0,69
0.106602,230,221,0,68
0.10818,230,216,0,69
0.109719,229,216,0,68
0.111268,229,221,0,70
0.11281,232,218,0,69
0.114394,230,219,0,69
0.115878,231,217,0,67
0.117439,232,219,0,69
0.118969,231,213,0,69
0.120518,230,216,0,67
0.122009,231,219,0,69
0.123603,232,216,0,67
0.125094,231,219,0,68
0.126678,230,216,0,66
0.128162,229,215,0,68
0.129685,229,217,0,67
0.131228,232,218,0,69
0.132714,233,220,0,69
0.134261,230,217,0,67
0.135758,231,216,0,69
0.137326,231,218,0,69
0.138837,231,217,0,68
0.140374,230,219,0,69
0.141895,229,218,0,69
0.143423,231,216,0,69
0.144895,229,215,0,68
0.146437,230,214,0,70
0.147919,229,218,0,67
0.149508,229,218,0,68
0.150991,229,221,0,68
0.15261,229,224,0,68
0.154093,228,220,0,67
0.15567,230,218,0,68
0.157197,228,224,0,70
0.15871,226,221,0,67
0.160235,230,225,0,70
0.161734,228,224,0,69
0.163294,228,219,0,70
0.164796,229,224,0,69
0.166342,227,222,0,69
0.167822,229,220,0,69
0.169368,228,223,0,71
0.17088,225,218,0,70
0.172455,228,223,0,70
0.173938,227,220,0,71
0.175512,227,221,0,69
0.177034,226,222,0,69
0.17865,226,223,0,70
0.180137,226,223,0,71
0.181723,227,221,0,70
0.183208,228,225,0,69
0.184749,227,221,0,71
0.186231,226,220,0,71
0.187793,226,223,0,70
0.189313,226,223,0,71
0.190858,226,227,0,71
0.192343,226,222,0,70
0.193873,225,223,0,71
0.195422,226,225,0,70
0.196906,226,220,0,71
0.198443,227,223,0,71
0.199957,225,225,0,70
0.201505,225,224,0,71
0.203014,224,224,0,71
0.204625,223,221,0,69
0.20613,225,224,0,72
0.207678,225,222,0,70
0.209165,225,219,0,71
0.210707,224,224,0,70
0.212191,226,223,0,70
0.213778,227,220,0,68
0.215263,226,223,0,70
0.216871,226,224,0,71
0.218357,225,226,0,70
0.219924,229,221,0,70
0.2214,227,220,0,69
0.222966,226,226,0,71
0.224454,226,220,0,70
0.225993,228,223,0,71
0.227462,229,222,0,70
0.229002,227,221,0,70
0.230474,229,222,0,70
0.232056,226,220,0,70
0.233599,228,218,0,71
0.235111,227,223,0,69
0.236682,228,220,0,71
0.238166,228,222,0,69
0.23976,229,217,0,69
0.241265,230,220,0,70
0.242843,230,221,0,70
0.244326,229,221,0,69
0.246108,228,218,0,69
0.248053,229,217,0,69
0.250258,230,214,0,68
0.252279,230,216,0,68
0.253934,229,220,0,69
0.255404,230,219,0,68
0.256934,231,213,0,68
0.25843,230,214,0,69
0.259935,231,219,0,68
0.261501,231,219,0,67
0.263055,230,217,0,68
0.264632,230,219,0,68
0.266155,231,220,0,67
0.267669,232,216,0,69
0.269261,229,214,0,69
0.270775,232,219,0,67
0.272305,231,215,0,69
0.273905,231,214,0,69
0.275427,231,216,0,68
0.277003,229,213,0,68
0.278549,229,217,0,68
0.280063,230,220,0,68
0.281647,231,218,0,68
0.283162,230,218,0,68
0.284678,229,217,0,67
0.286262,229,219,0,67
0.287773,230,218,0,67
0.289355,231,218,0,69
0.290874,229,218,0,68
0.292386,231,215,0,69
0.293993,228,213,0,68
0.295511,230,220,0,69
0.297022,230,219,0,67
0.298648,229,215,0,67
0.300161,229,213,0,68
0.301719,232,219,0,69
0.303295,231,217,0,68
0.304812,231,219,0,67
0.306394,229,214,0,68
0.30791,229,217,0,69
0.309427,230,218,0,68
0.311015,230,219,0,69
0.312533,229,218,0,67
0.314058,232,218,0,67
0.315616,231,219,0,67
0.317157,229,214,0,68
0.318748,231,218,0,69
0.320286,232,217,0,69
0.321856,227,220,0,68
0.32343,229,221,0,67
0.324947,231,221,0,69
0.326546,229,220,0,68
