STARTING TEST
0.003816,0,0,0,0
0.005388,0,0,0,0
0.006923,0,0,0,0
0.00853,0,0,0,0
0.01007,0,0,0,0
0.011635,0,0,0,0
0.013235,0,0,0,0
0.014772,0,0,0,0
0.016367,0,0,0,0
0.017902,0,0,0,0
0.019492,0,0,0,0
0.021069,0,0,0,0
0.022659,0,0,0,0
0.02418,0,0,0,0
0.025712,0,0,0,0
0.0273,0,0,0,0
0.028826,0,0,0,0
0.03042,0,0,0,0
0.03195,0,0,0,0
0.033551,0,0,0,0
0.035085,0,0,0,0
0.036756,0,0,0,0
0.038295,0,0,0,0
0.03989,0,0,0,0
0.041418,0,0,0,0
0.042966,0,0,0,0
0.044537,0,0,0,0
0.046073,0,0,0,0
0.047704,0,0,0,0
0.049235,0,0,0,0
0.050835,0,0,0,0
0.052362,0,0,0,0
0.053958,0,0,0,0
0.055488,0,0,0,0
0.057348,0,0,0,0
0.059343,0,0,0,0
0.061361,0,0,0,0
0.063361,0,0,0,0
0.065025,0,0,0,0
0.066532,0,0,0,0
0.068086,0,0,0,0
0.069653,0,0,0,0
0.071126,0,0,0,0
0.072716,0,0,0,0
0.074245,0,0,0,0
0.075859,0,0,0,0
0.077414,0,0,0,0
0.079036,0,0,0,0
0.080636,0,0,0,0
0.08228,0,0,0,0
0.08391,0,0,0,0
0.085459,0,0,0,0
0.08708,0,0,0,0
0.088665,0,0,0,0
0.090314,0,0,0,0
0.091858,0,0,0,0
0.093501,0,0,0,0
0.095047,0,0,0,0
0.096674,0,0,0,0
0.098226,0,0,0,0
0.099837,0,0,0,0
0.101432,0,0,0,0
0.103051,0,0,0,0
0.104592,0,0,0,0
0.106197,0,0,0,0
0.107804,0,0,0,0
0.109402,0,0,0,0
0.111116,0,0,0,0
0.112679,0,0,0,0
0.114297,0,0,0,0
0.115865,0,0,0,0
0.117478,0,0,0,0
0.119058,0,0,0,0
0.12068,0,0,0,0
0.122252,0,0,0,0
0.12387,0,0,0,0
0.12541,0,0,0,0
0.127032,0,0,0,0
0.128568,0,0,0,0
0.130159,0,0,0,0
0.131758,0,0,0,0
0.133341,0,0,0,0
0.134963,0,0,0,0
0.136502,0,0,0,0
0.138154,0,0,0,0
